año,estado,mes,modalidad,cred,monto
2020,Yucatán,marzo,Vivienda Nueva,76,57337474.41
2020,Yucatán,,Vivienda Usada,50,37934150.09
2020,Yucatán,abril,Vivienda Nueva,36,26500848.93
2020,Yucatán,,Vivienda Usada,24,16621120.97
2020,Yucatán,mayo,Vivienda Nueva,30,20323817.75
2020,Yucatán,,Vivienda Usada,12,8207301.71
2020,Yucatán,junio,Vivienda Nueva,31,24654323.23
2020,Yucatán,,Vivienda Usada,26,18417469.75
2020,Zacatecas,enero,Vivienda Nueva,42,23559918.85
2020,Zacatecas,,Vivienda Usada,33,23049206.41
2020,Zacatecas,febrero,Vivienda Nueva,12,6106702.79
2020,Zacatecas,,Vivienda Usada,9,5919966.31
2020,Zacatecas,marzo,Vivienda Nueva,23,13877096.62
2020,Zacatecas,,Vivienda Usada,8,4870643.52
2020,Zacatecas,abril,Vivienda Nueva,13,8394873.17
2020,Zacatecas,,Vivienda Usada,6,4933931.24
2020,Zacatecas,mayo,Vivienda Nueva,15,8476987.69
2020,Zacatecas,,Vivienda Usada,9,6585469.95
2020,Zacatecas,junio,Vivienda Nueva,57,35563656.5
2020,Zacatecas,,Vivienda Usada,20,12779889.96
2020,Aguascalientes,julio,Vivienda Nueva,71,49203337.84
2020,Baja California,julio,Vivienda Nueva,33,26884185.19
2020,Baja California Sur,julio,Vivienda Nueva,42,38401481.03
2020,Campeche,julio,Vivienda Nueva,3,1724758.56
2020,Chiapas,julio,Vivienda Nueva,62,40828674.91
2020,Chihuahua,julio,Vivienda Nueva,72,56870622.64
2020,Ciudad de México,julio,Vivienda Nueva,145,129826451.8
2020,Coahuila de Zaragoza,julio,Vivienda Nueva,74,52008796.4
2020,Colima,julio,Vivienda Nueva,45,33110635.74
2020,Durango,julio,Vivienda Nueva,75,45171478.13
2020,Guanajuato,julio,Vivienda Nueva,120,84322701.47
2020,Guerrero,julio,Vivienda Nueva,59,38751867.16
2020,Hidalgo,julio,Vivienda Nueva,254,196895720.9
2020,Jalisco,julio,Vivienda Nueva,80,61330959.74
2020,Michoacán de Ocampo,julio,Vivienda Nueva,81,53337909.13
2020,Morelos,julio,Vivienda Nueva,118,118210649.3
2020,México,julio,Vivienda Nueva,216,156679035
2020,Nayarit,julio,Vivienda Nueva,21,15138385.79
2020,Nuevo León,julio,Vivienda Nueva,103,69500511.3
2020,Oaxaca,julio,Vivienda Nueva,55,46135498.1
2020,Puebla,julio,Vivienda Nueva,97,68913004.3
2020,Querétaro,julio,Vivienda Nueva,76,55028296.58
2020,Quintana Roo,julio,Vivienda Nueva,91,63077544.81
2020,San Luis Potosí,julio,Vivienda Nueva,61,47310589.84
2020,Sinaloa,julio,Vivienda Nueva,106,85018637.28
2020,Sonora,julio,Vivienda Nueva,51,39478343.28
2020,Tabasco,julio,Vivienda Nueva,11,8237739.98
2020,Tamaulipas,julio,Vivienda Nueva,16,11477841.64
2020,Tlaxcala,julio,Vivienda Nueva,26,16662557.09
2020,Veracruz de Ignacio de la Llave,julio,Vivienda Nueva,110,74531769.33
2020,Yucatán,julio,Vivienda Nueva,75,65148773.37
2020,Zacatecas,julio,Vivienda Nueva,26,16262515.75
2020,Aguascalientes,julio,Vivienda Usada,27,18482837.77
2020,Baja California,julio,Vivienda Usada,30,25842623.57
2020,Baja California Sur,julio,Vivienda Usada,45,32064256.83
2020,Campeche,julio,Vivienda Usada,42,32758987.29
2020,Chiapas,julio,Vivienda Usada,180,135770225.7
2020,Chihuahua,julio,Vivienda Usada,86,62733322.13
2020,Ciudad de México,julio,Vivienda Usada,184,161568168.7
2020,Coahuila de Zaragoza,julio,Vivienda Usada,76,55944308.19
2020,Colima,julio,Vivienda Usada,43,30040598.08
2020,Durango,julio,Vivienda Usada,52,38106866.33
2020,Guanajuato,julio,Vivienda Usada,67,48596931.44
2020,Guerrero,julio,Vivienda Usada,81,63569106.83
2020,Hidalgo,julio,Vivienda Usada,102,73543710.71
2020,Jalisco,julio,Vivienda Usada,43,35100133.79
2020,Michoacán de Ocampo,julio,Vivienda Usada,103,69384499.73
2020,Morelos,julio,Vivienda Usada,92,71544847.42
2020,México,julio,Vivienda Usada,102,74856906.97
2020,Nayarit,julio,Vivienda Usada,39,30986077.15
2020,Nuevo León,julio,Vivienda Usada,26,17148726.78
2020,Oaxaca,julio,Vivienda Usada,77,55742926.34
2020,Puebla,julio,Vivienda Usada,86,66797449.63
2020,Querétaro,julio,Vivienda Usada,21,17610720.34
2020,Quintana Roo,julio,Vivienda Usada,44,30341633.18
2020,San Luis Potosí,julio,Vivienda Usada,73,53927960.94
2020,Sinaloa,julio,Vivienda Usada,66,47858244.58
2020,Sonora,julio,Vivienda Usada,50,37952602.56
2020,Tabasco,julio,Vivienda Usada,32,27755457.83
2020,Tamaulipas,julio,Vivienda Usada,152,120617333
2020,Tlaxcala,julio,Vivienda Usada,57,51180087.31
2020,Veracruz de Ignacio de la Llave,julio,Vivienda Usada,259,193362537.8
2020,Yucatán,julio,Vivienda Usada,46,36489328
2020,Zacatecas,julio,Vivienda Usada,35,25037868.72
2020,Aguascalientes,agosto,Vivienda Nueva,76,50946211.56
2020,Baja California,agosto,Vivienda Nueva,23,18007701.39
2020,Baja California Sur,agosto,Vivienda Nueva,44,35515341.24
2020,Campeche,agosto,Vivienda Nueva,7,5021678.37
2020,Chiapas,agosto,Vivienda Nueva,53,36034777.72
2020,Chihuahua,agosto,Vivienda Nueva,56,46247772.66
2020,Ciudad de México,agosto,Vivienda Nueva,134,106749508.1
2020,Coahuila de Zaragoza,agosto,Vivienda Nueva,58,41149885.71
2020,Colima,agosto,Vivienda Nueva,38,30036002.67
2020,Durango,agosto,Vivienda Nueva,48,28352344.85
2020,Guanajuato,agosto,Vivienda Nueva,106,73361276.63
2020,Guerrero,agosto,Vivienda Nueva,42,32153683.36
2020,Hidalgo,agosto,Vivienda Nueva,200,139852668.5
2020,Jalisco,agosto,Vivienda Nueva,75,56812664.48
2020,Michoacán de Ocampo,agosto,Vivienda Nueva,60,38421895.6
2020,Morelos,agosto,Vivienda Nueva,112,108473205.7
2020,México,agosto,Vivienda Nueva,136,99937319.42
2020,Nayarit,agosto,Vivienda Nueva,27,18220464.73
2020,Nuevo León,agosto,Vivienda Nueva,57,32326423.46
2020,Oaxaca,agosto,Vivienda Nueva,48,35171778.13
2020,Puebla,agosto,Vivienda Nueva,71,50316270.68
2020,Querétaro,agosto,Vivienda Nueva,52,47792388.12
2020,Quintana Roo,agosto,Vivienda Nueva,84,61668109.32
2020,San Luis Potosí,agosto,Vivienda Nueva,57,44484885.56
2020,Sinaloa,agosto,Vivienda Nueva,92,67976678.58
2020,Sonora,agosto,Vivienda Nueva,58,42956695.13
2020,Tabasco,agosto,Vivienda Nueva,18,13308218.35
2020,Tamaulipas,agosto,Vivienda Nueva,22,13670331.1
2020,Tlaxcala,agosto,Vivienda Nueva,14,8386761.26
2020,Veracruz de Ignacio de la Llave,agosto,Vivienda Nueva,74,51792433.22
2020,Yucatán,agosto,Vivienda Nueva,56,43261467.45
2020,Zacatecas,agosto,Vivienda Nueva,36,23815660.55
2020,Aguascalientes,agosto,Vivienda Usada,39,31006174.5
2020,Baja California,agosto,Vivienda Usada,34,26345592.62
2020,Baja California Sur,agosto,Vivienda Usada,47,32940551.26
2020,Campeche,agosto,Vivienda Usada,40,36648510.3
2020,Chiapas,agosto,Vivienda Usada,157,119395808.1
2020,Chihuahua,agosto,Vivienda Usada,80,59753061.21
2020,Ciudad de México,agosto,Vivienda Usada,163,131817591
2020,Coahuila de Zaragoza,agosto,Vivienda Usada,82,65171013.61
2020,Colima,agosto,Vivienda Usada,29,19612433.34
2020,Durango,agosto,Vivienda Usada,66,46659477.16
2020,Guanajuato,agosto,Vivienda Usada,60,39953782.12
2020,Guerrero,agosto,Vivienda Usada,104,77754436.49
2020,Hidalgo,agosto,Vivienda Usada,126,100388924.1
2020,Jalisco,agosto,Vivienda Usada,52,35715387.5
2020,Michoacán de Ocampo,agosto,Vivienda Usada,75,49737017.91
2020,Morelos,agosto,Vivienda Usada,91,68496703.85
2020,México,agosto,Vivienda Usada,136,98484320.61
2020,Nayarit,agosto,Vivienda Usada,51,34538875.88
2020,Nuevo León,agosto,Vivienda Usada,50,34045391.39
2020,Oaxaca,agosto,Vivienda Usada,69,50398810.25
2020,Puebla,agosto,Vivienda Usada,77,60276042.19
2020,Querétaro,agosto,Vivienda Usada,31,17991580.07
2020,Quintana Roo,agosto,Vivienda Usada,36,26058336.73
2020,San Luis Potosí,agosto,Vivienda Usada,79,60071771.95
2020,Sinaloa,agosto,Vivienda Usada,69,48992901.2
2020,Sonora,agosto,Vivienda Usada,46,35652944.35
2020,Tabasco,agosto,Vivienda Usada,55,44292824.51
2020,Tamaulipas,agosto,Vivienda Usada,102,77943205.56
2020,Tlaxcala,agosto,Vivienda Usada,48,38529382.54
2020,Veracruz de Ignacio de la Llave,agosto,Vivienda Usada,266,203587288.3
2020,Yucatán,agosto,Vivienda Usada,57,39151723.11
2020,Zacatecas,agosto,Vivienda Usada,14,10339381.15
2020,Aguascalientes,septiembre,Vivienda Nueva,71,45726782.82
2020,Baja California,septiembre,Vivienda Nueva,22,18213964.5
2020,Baja California Sur,septiembre,Vivienda Nueva,45,32395854.27
2020,Campeche,septiembre,Vivienda Nueva,10,5683789.24
2020,Chiapas,septiembre,Vivienda Nueva,54,36749984.05
2020,Chihuahua,septiembre,Vivienda Nueva,37,28070553.05
2020,Ciudad de México,septiembre,Vivienda Nueva,91,58200580.54
2020,Coahuila de Zaragoza,septiembre,Vivienda Nueva,57,37653366.72
2020,Colima,septiembre,Vivienda Nueva,24,18108234.59
2020,Durango,septiembre,Vivienda Nueva,49,33366430.07
2020,Guanajuato,septiembre,Vivienda Nueva,85,51843025.97
2020,Guerrero,septiembre,Vivienda Nueva,40,31544386.47
2020,Hidalgo,septiembre,Vivienda Nueva,218,159715781.9
2020,Jalisco,septiembre,Vivienda Nueva,102,73888818.36
2020,México,septiembre,Vivienda Nueva,172,128148557.7
2020,Michoacán de Ocampo,septiembre,Vivienda Nueva,59,36057087.82
2020,Morelos,septiembre,Vivienda Nueva,110,107805850.2
2020,Nayarit,septiembre,Vivienda Nueva,24,16566632.2
2020,Nuevo León,septiembre,Vivienda Nueva,84,51129212.82
2020,Oaxaca,septiembre,Vivienda Nueva,37,28418892.5
2020,Puebla,septiembre,Vivienda Nueva,89,63815791.21
2020,Querétaro,septiembre,Vivienda Nueva,114,88625094
2020,Quintana Roo,septiembre,Vivienda Nueva,195,139413611.3
2020,San Luis Potosí,septiembre,Vivienda Nueva,50,35186083.43
2020,Sinaloa,septiembre,Vivienda Nueva,77,61071307.67
2020,Sonora,septiembre,Vivienda Nueva,47,34196852.05
2020,Tabasco,septiembre,Vivienda Nueva,17,13653810.84
2020,Tamaulipas,septiembre,Vivienda Nueva,18,13522360.96
2020,Tlaxcala,septiembre,Vivienda Nueva,32,18244410
2020,Veracruz de Ignacio de la Llave,septiembre,Vivienda Nueva,73,51969273.41
2020,Yucatán,septiembre,Vivienda Nueva,78,57708508.28
2020,Zacatecas,septiembre,Vivienda Nueva,43,28850776.23
2020,Aguascalientes,septiembre,Vivienda Usada,24,17061666.34
2020,Baja California,septiembre,Vivienda Usada,28,20191489.59
2020,Baja California Sur,septiembre,Vivienda Usada,65,47621619.95
2020,Campeche,septiembre,Vivienda Usada,62,48761385.73
2020,Chiapas,septiembre,Vivienda Usada,168,122385776.4
2020,Chihuahua,septiembre,Vivienda Usada,124,96459112.09
2020,Ciudad de México,septiembre,Vivienda Usada,234,191003144.7
2020,Coahuila de Zaragoza,septiembre,Vivienda Usada,72,52001150.29
2020,Colima,septiembre,Vivienda Usada,31,18434130.15
2020,Durango,septiembre,Vivienda Usada,60,41964843.84
2020,Guanajuato,septiembre,Vivienda Usada,61,43892360.73
2020,Guerrero,septiembre,Vivienda Usada,153,118972966
2020,Hidalgo,septiembre,Vivienda Usada,131,91879565.93
2020,Jalisco,septiembre,Vivienda Usada,58,45567974.23
2020,México,septiembre,Vivienda Usada,175,128466523.7
2020,Michoacán de Ocampo,septiembre,Vivienda Usada,93,61336174.45
2020,Morelos,septiembre,Vivienda Usada,95,72956016.16
2020,Nayarit,septiembre,Vivienda Usada,43,29877097.85
2020,Nuevo León,septiembre,Vivienda Usada,49,39196850.11
2020,Oaxaca,septiembre,Vivienda Usada,83,62623198.59
2020,Puebla,septiembre,Vivienda Usada,77,57543878.68
2020,Querétaro,septiembre,Vivienda Usada,45,44991915.92
2020,Quintana Roo,septiembre,Vivienda Usada,61,48458599.22
2020,San Luis Potosí,septiembre,Vivienda Usada,75,55139947.83
2020,Sinaloa,septiembre,Vivienda Usada,70,48385097.91
2020,Sonora,septiembre,Vivienda Usada,55,43956908.5
2020,Tabasco,septiembre,Vivienda Usada,91,73357423.44
2020,Tamaulipas,septiembre,Vivienda Usada,147,110456341.8
2020,Tlaxcala,septiembre,Vivienda Usada,57,45531076.22
2020,Veracruz de Ignacio de la Llave,septiembre,Vivienda Usada,305,229619285.6
2020,Yucatán,septiembre,Vivienda Usada,50,36365513.61
2020,Zacatecas,septiembre,Vivienda Usada,32,20246264.3
2020,Aguascalientes,octubre,Vivienda Nueva,79,51571027.88
2020,Baja California,octubre,Vivienda Nueva,16,11768038.74
2020,Baja California Sur,octubre,Vivienda Nueva,32,24486553.06
2020,Campeche,octubre,Vivienda Nueva,2,1506179.31
2020,Chiapas,octubre,Vivienda Nueva,35,23540241.79
2020,Chihuahua,octubre,Vivienda Nueva,49,32492026.98
2020,Ciudad de México,octubre,Vivienda Nueva,91,70431058.37
2020,Coahuila de Zaragoza,octubre,Vivienda Nueva,41,22349059.73
2020,Colima,octubre,Vivienda Nueva,38,24080713.71
2020,Durango,octubre,Vivienda Nueva,57,32711193.35
2020,Guanajuato,octubre,Vivienda Nueva,90,58254352.39
2020,Guerrero,octubre,Vivienda Nueva,43,31717423.66
2020,Hidalgo,octubre,Vivienda Nueva,144,113210963.4
2020,Jalisco,octubre,Vivienda Nueva,69,51974048.39
2020,México,octubre,Vivienda Nueva,190,136110068.3
2020,Michoacán de Ocampo,octubre,Vivienda Nueva,78,54133886.58
2020,Morelos,octubre,Vivienda Nueva,161,162380626.9
2020,Nayarit,octubre,Vivienda Nueva,35,24070720.75
2020,Nuevo León,octubre,Vivienda Nueva,74,45920979.51
2020,Oaxaca,octubre,Vivienda Nueva,32,28471762.93
2020,Puebla,octubre,Vivienda Nueva,79,50085761.04
2020,Querétaro,octubre,Vivienda Nueva,88,65014296.81
2020,Quintana Roo,octubre,Vivienda Nueva,89,65870718.08
2020,San Luis Potosí,octubre,Vivienda Nueva,55,37157141.3
2020,Sinaloa,octubre,Vivienda Nueva,83,56759675.97
2020,Sonora,octubre,Vivienda Nueva,52,40340409.11
2020,Tabasco,octubre,Vivienda Nueva,21,13885058.35
2020,Tamaulipas,octubre,Vivienda Nueva,23,16728855.71
2020,Tlaxcala,octubre,Vivienda Nueva,10,6740845.16
2020,Veracruz de Ignacio de la Llave,octubre,Vivienda Nueva,73,52503937.56
2020,Yucatán,octubre,Vivienda Nueva,104,78749340.7
2020,Zacatecas,octubre,Vivienda Nueva,45,27193093
2020,Aguascalientes,octubre,Vivienda Usada,33,20849025.65
2020,Baja California,octubre,Vivienda Usada,35,28161315.91
2020,Baja California Sur,octubre,Vivienda Usada,60,40339154.74
2020,Campeche,octubre,Vivienda Usada,85,66090791.63
2020,Chiapas,octubre,Vivienda Usada,203,146359558.7
2020,Chihuahua,octubre,Vivienda Usada,111,81820756.84
2020,Ciudad de México,octubre,Vivienda Usada,215,187100851.3
2020,Coahuila de Zaragoza,octubre,Vivienda Usada,81,58901796.25
2020,Colima,octubre,Vivienda Usada,17,10778057.86
2020,Durango,octubre,Vivienda Usada,51,32693543.64
2020,Guanajuato,octubre,Vivienda Usada,66,44353679.42
2020,Guerrero,octubre,Vivienda Usada,133,95189743.11
2020,Hidalgo,octubre,Vivienda Usada,111,82112004.79
2020,Jalisco,octubre,Vivienda Usada,50,43865430.59
2020,México,octubre,Vivienda Usada,191,144004013.5
2020,Michoacán de Ocampo,octubre,Vivienda Usada,71,45432701.11
2020,Morelos,octubre,Vivienda Usada,93,71523773.55
2020,Nayarit,octubre,Vivienda Usada,44,29685842.42
2020,Nuevo León,octubre,Vivienda Usada,45,31115180.59
2020,Oaxaca,octubre,Vivienda Usada,81,59896260.7
2020,Puebla,octubre,Vivienda Usada,103,76962227.08
2020,Querétaro,octubre,Vivienda Usada,34,29319492.17
2020,Quintana Roo,octubre,Vivienda Usada,46,30428583.17
2020,San Luis Potosí,octubre,Vivienda Usada,51,35671064.58
2020,Sinaloa,octubre,Vivienda Usada,85,57405359.23
2020,Sonora,octubre,Vivienda Usada,56,48913937.95
2020,Tabasco,octubre,Vivienda Usada,85,63700592.76
2020,Tamaulipas,octubre,Vivienda Usada,104,79163292.08
2020,Tlaxcala,octubre,Vivienda Usada,51,46255019.39
2020,Veracruz de Ignacio de la Llave,octubre,Vivienda Usada,276,203929336.3
2020,Yucatán,octubre,Vivienda Usada,60,43213377.51
2020,Zacatecas,octubre,Vivienda Usada,48,30377490.56
2020,Aguascalientes,noviembre,Vivienda Nueva,43,24562891.23
2020,Baja California,noviembre,Vivienda Nueva,16,10074056.44
2020,Baja California Sur,noviembre,Vivienda Nueva,30,19716525.4
2020,Campeche,noviembre,Vivienda Nueva,3,2047434.63
2020,Chiapas,noviembre,Vivienda Nueva,45,29364063.42
2020,Chihuahua,noviembre,Vivienda Nueva,26,17772007.15
2020,Ciudad de México,noviembre,Vivienda Nueva,52,21855986.97
2020,Coahuila de Zaragoza,noviembre,Vivienda Nueva,35,22981673.47
2020,Colima,noviembre,Vivienda Nueva,26,18498338.07
2020,Durango,noviembre,Vivienda Nueva,27,18038353.48
2020,Guanajuato,noviembre,Vivienda Nueva,34,23074702.26
2020,Guerrero,noviembre,Vivienda Nueva,35,26019980.19
2020,Hidalgo,noviembre,Vivienda Nueva,116,84878415.91
2020,Jalisco,noviembre,Vivienda Nueva,71,52781486.38
2020,México,noviembre,Vivienda Nueva,193,123729024
2020,Michoacán de Ocampo,noviembre,Vivienda Nueva,52,32527081.22
2020,Morelos,noviembre,Vivienda Nueva,154,156162719.2
2020,Nayarit,noviembre,Vivienda Nueva,18,12432422.91
2020,Nuevo León,noviembre,Vivienda Nueva,46,26692782.22
2020,Oaxaca,noviembre,Vivienda Nueva,12,9688609.65
2020,Puebla,noviembre,Vivienda Nueva,59,37267832.37
2020,Querétaro,noviembre,Vivienda Nueva,52,40845579.51
2020,Quintana Roo,noviembre,Vivienda Nueva,90,59090221.36
2020,San Luis Potosí,noviembre,Vivienda Nueva,55,36365730.51
2020,Sinaloa,noviembre,Vivienda Nueva,59,41791892.17
2020,Sonora,noviembre,Vivienda Nueva,40,31233158.68
2020,Tabasco,noviembre,Vivienda Nueva,12,10905072.82
2020,Tamaulipas,noviembre,Vivienda Nueva,11,5879162.56
2020,Tlaxcala,noviembre,Vivienda Nueva,13,9856118.3
2020,Veracruz de Ignacio de la Llave,noviembre,Vivienda Nueva,48,30513507.12
2020,Yucatán,noviembre,Vivienda Nueva,54,36093694.48
2020,Zacatecas,noviembre,Vivienda Nueva,21,15080281.65
2020,Aguascalientes,noviembre,Vivienda Usada,21,13681802.23
2020,Baja California,noviembre,Vivienda Usada,32,24178066.95
2020,Baja California Sur,noviembre,Vivienda Usada,43,29760111.23
2020,Campeche,noviembre,Vivienda Usada,45,32966379.31
2020,Chiapas,noviembre,Vivienda Usada,149,113787545
2020,Chihuahua,noviembre,Vivienda Usada,80,53168533.86
2020,Ciudad de México,noviembre,Vivienda Usada,196,146109625.7
2020,Coahuila de Zaragoza,noviembre,Vivienda Usada,82,58476398.74
2020,Colima,noviembre,Vivienda Usada,11,7148939.58
2020,Durango,noviembre,Vivienda Usada,52,32503860.54
2020,Guanajuato,noviembre,Vivienda Usada,44,28267446.14
2020,Guerrero,noviembre,Vivienda Usada,100,74121788.83
2020,Hidalgo,noviembre,Vivienda Usada,101,70045258.84
2020,Jalisco,noviembre,Vivienda Usada,32,22835771.42
2020,México,noviembre,Vivienda Usada,155,107432695.9
2020,Michoacán de Ocampo,noviembre,Vivienda Usada,51,32558558.05
2020,Morelos,noviembre,Vivienda Usada,62,51118870.93
2020,Nayarit,noviembre,Vivienda Usada,33,23741350.96
2020,Nuevo León,noviembre,Vivienda Usada,39,25821180.06
2020,Oaxaca,noviembre,Vivienda Usada,50,36381749.89
2020,Puebla,noviembre,Vivienda Usada,37,27771937.77
2020,Querétaro,noviembre,Vivienda Usada,16,12674722.89
2020,Quintana Roo,noviembre,Vivienda Usada,45,30516517.14
2020,San Luis Potosí,noviembre,Vivienda Usada,53,34089798.22
2020,Sinaloa,noviembre,Vivienda Usada,75,51200701.32
2020,Sonora,noviembre,Vivienda Usada,33,21094239.03
2020,Tabasco,noviembre,Vivienda Usada,68,49187797.76
2020,Tamaulipas,noviembre,Vivienda Usada,66,47461028.36
2020,Tlaxcala,noviembre,Vivienda Usada,35,29183114.41
2020,Veracruz de Ignacio de la Llave,noviembre,Vivienda Usada,153,109004876.9
2020,Yucatán,noviembre,Vivienda Usada,36,24394434.3
2020,Zacatecas,noviembre,Vivienda Usada,22,15644115.22
2020,Aguascalientes,diciembre,Vivienda Nueva,49,27566402.07
2020,Baja California,diciembre,Vivienda Nueva,10,6551500
2020,Baja California Sur,diciembre,Vivienda Nueva,51,35839866.33
2020,Campeche,diciembre,Vivienda Nueva,5,4946226.52
2020,Chiapas,diciembre,Vivienda Nueva,24,13658202.68
2020,Chihuahua,diciembre,Vivienda Nueva,41,22240953.32
2020,Ciudad de México,diciembre,Vivienda Nueva,146,92405575.76
2020,Coahuila de Zaragoza,diciembre,Vivienda Nueva,27,13872591.35
2020,Colima,diciembre,Vivienda Nueva,19,14935544.84
2020,Durango,diciembre,Vivienda Nueva,24,10860405.23
2020,Guanajuato,diciembre,Vivienda Nueva,40,22416082.12
2020,Guerrero,diciembre,Vivienda Nueva,60,44005507.64
2020,Hidalgo,diciembre,Vivienda Nueva,170,118946311.6
2020,Jalisco,diciembre,Vivienda Nueva,113,70409124.86
2020,México,diciembre,Vivienda Nueva,274,184982495.1
2020,Michoacán de Ocampo,diciembre,Vivienda Nueva,67,37564750.94
2020,Morelos,diciembre,Vivienda Nueva,124,116382583.7
2020,Nayarit,diciembre,Vivienda Nueva,39,26616779.66
2020,Nuevo León,diciembre,Vivienda Nueva,27,16712295.88
2020,Oaxaca,diciembre,Vivienda Nueva,35,24125048.49
2020,Puebla,diciembre,Vivienda Nueva,100,64770541
2020,Querétaro,diciembre,Vivienda Nueva,64,40759604.71
2020,Quintana Roo,diciembre,Vivienda Nueva,123,86086609.44
2020,San Luis Potosí,diciembre,Vivienda Nueva,51,27628118.45
2020,Sinaloa,diciembre,Vivienda Nueva,73,53488929.9
2020,Sonora,diciembre,Vivienda Nueva,41,34144235.27
2020,Tabasco,diciembre,Vivienda Nueva,8,7097191.35
2020,Tamaulipas,diciembre,Vivienda Nueva,10,6648989.55
2020,Tlaxcala,diciembre,Vivienda Nueva,13,9741800.19
2020,Veracruz de Ignacio de la Llave,diciembre,Vivienda Nueva,72,42383604.65
2020,Yucatán,diciembre,Vivienda Nueva,83,62591706.45
2020,Zacatecas,diciembre,Vivienda Nueva,38,26685854.02
2020,Aguascalientes,diciembre,Vivienda Usada,8,4280518.3
2020,Baja California,diciembre,Vivienda Usada,18,14004526.79
2020,Baja California Sur,diciembre,Vivienda Usada,25,17597239.6
2020,Campeche,diciembre,Vivienda Usada,40,29027997.51
2020,Chiapas,diciembre,Vivienda Usada,113,76612790.2
2020,Chihuahua,diciembre,Vivienda Usada,74,47759633.95
2020,Ciudad de México,diciembre,Vivienda Usada,201,140097852
2020,Coahuila de Zaragoza,diciembre,Vivienda Usada,52,33760577.12
2020,Colima,diciembre,Vivienda Usada,6,3471537.98
2020,Durango,diciembre,Vivienda Usada,30,18384142.78
2020,Guanajuato,diciembre,Vivienda Usada,26,17162428.82
2020,Guerrero,diciembre,Vivienda Usada,75,50309882.25
2020,Hidalgo,diciembre,Vivienda Usada,82,61878128
2020,Jalisco,diciembre,Vivienda Usada,33,20545237.83
2020,México,diciembre,Vivienda Usada,164,103835986
2020,Michoacán de Ocampo,diciembre,Vivienda Usada,26,16756917.72
2020,Morelos,diciembre,Vivienda Usada,55,37263661.64
2020,Nayarit,diciembre,Vivienda Usada,18,14362887.26
2020,Nuevo León,diciembre,Vivienda Usada,33,20897827.1
2020,Oaxaca,diciembre,Vivienda Usada,43,28138700.76
2020,Puebla,diciembre,Vivienda Usada,60,40151778.41
2020,Querétaro,diciembre,Vivienda Usada,23,12586453.15
2020,Quintana Roo,diciembre,Vivienda Usada,21,13174189.43
2020,San Luis Potosí,diciembre,Vivienda Usada,39,26925095.4
2020,Sinaloa,diciembre,Vivienda Usada,41,24299657.19
2020,Sonora,diciembre,Vivienda Usada,49,33193528.11
2020,Tabasco,diciembre,Vivienda Usada,49,36743287.45
2020,Tamaulipas,diciembre,Vivienda Usada,70,55194498.25
2020,Tlaxcala,diciembre,Vivienda Usada,50,47039443.94
2020,Veracruz de Ignacio de la Llave,diciembre,Vivienda Usada,76,49774266.02
2020,Yucatán,diciembre,Vivienda Usada,36,23633980.3
2020,Zacatecas,diciembre,Vivienda Usada,27,16757009.05
2021,Aguascalientes,enero,Vivienda Nueva,46,33525432.47
2021,Baja California,enero,Vivienda Nueva,21,17920541.03
2021,Baja California Sur,enero,Vivienda Nueva,52,38735420.22
2021,Campeche,enero,Vivienda Nueva,3,3402162.45
2021,Chiapas,enero,Vivienda Nueva,61,40339346.32
2021,Chihuahua,enero,Vivienda Nueva,66,46355638.94
2021,Ciudad de México,enero,Vivienda Nueva,63,55452081.68
2021,Coahuila de Zaragoza,enero,Vivienda Nueva,19,12733869.22
2021,Colima,enero,Vivienda Nueva,14,12297403.78
2021,Durango,enero,Vivienda Nueva,20,11718095.67
2021,Guanajuato,enero,Vivienda Nueva,73,54571051.44
2021,Guerrero,enero,Vivienda Nueva,121,89148442.48
2021,Hidalgo,enero,Vivienda Nueva,230,179547524.3
2021,Jalisco,enero,Vivienda Nueva,95,72481490.19
2021,México,enero,Vivienda Nueva,269,192258408
2021,Michoacán de Ocampo,enero,Vivienda Nueva,73,51969426.08
2021,Morelos,enero,Vivienda Nueva,99,77510680.15
2021,Nayarit,enero,Vivienda Nueva,39,22484586.17
2021,Nuevo León,enero,Vivienda Nueva,46,29798329.54
2021,Oaxaca,enero,Vivienda Nueva,57,43057221.44
2021,Puebla,enero,Vivienda Nueva,165,114078027.5
2021,Querétaro,enero,Vivienda Nueva,40,33688071.81
2021,Quintana Roo,enero,Vivienda Nueva,154,81455982.04
2021,San Luis Potosí,enero,Vivienda Nueva,66,42462944.27
2021,Sinaloa,enero,Vivienda Nueva,77,65079998.24
2021,Sonora,enero,Vivienda Nueva,49,40055881.27
2021,Tabasco,enero,Vivienda Nueva,10,9131861.49
2021,Tamaulipas,enero,Vivienda Nueva,13,8436261.52
2021,Tlaxcala,enero,Vivienda Nueva,21,16214000.46
2021,Veracruz de Ignacio de la Llave,enero,Vivienda Nueva,77,56836839.9
2021,Yucatán,enero,Vivienda Nueva,75,61499110.54
2021,Zacatecas,enero,Vivienda Nueva,32,24258985.38
2021,Aguascalientes,enero,Vivienda Usada,0,0
2021,Baja California,enero,Vivienda Usada,16,13710822.9
2021,Baja California Sur,enero,Vivienda Usada,21,14342299.63
2021,Campeche,enero,Vivienda Usada,27,21331451.14
2021,Chiapas,enero,Vivienda Usada,99,71034036.62
2021,Chihuahua,enero,Vivienda Usada,76,55634167.26
